,
0,97.24993544417389
1,77.06098405680378
2,-19.0311503817814
3,25.42869657100986
4,-22.90880521337312
5,69.57217350355172
6,5.369710732951733
7,61.48072636655287
8,-21.300700809949117
9,92.34681129438462
10,-93.97588031016707
11,90.74598372540827
12,42.87697792346952
13,29.309644218851354
14,-10.669548250162938
15,-65.07461939687576
16,67.04941309203528
17,94.01876944638106
18,-73.00502169522439
19,-49.80219850073764
20,82.0014261073107
21,35.29317895463141
22,24.632147385134555
23,2.4431375075604724
24,-99.30345330367162
25,-54.622339857885194
26,95.69145748397816
27,72.25047891893965
28,-97.12295754100113
29,-2.844629444231445
30,-16.719409018739636
31,54.58047961458641
32,-2.370496299354081
33,4.512911859800514
34,56.40988529626617
35,18.245869242446958
36,-74.7214475391727
37,-78.05614651956776
38,32.58107498654039
39,99.41862049822447
40,-30.763814057767945
41,-64.78909823972172
42,-86.42221043201225
43,-38.120824594588406
44,-33.048042815352055
45,-24.766487090478595
46,90.4413628528252
47,43.86410138039716
48,55.868483673171994
49,54.75389474002813
